v,w,x,y,target
True,True,0.8827872123944637,0.3623590611677292,0
False,False,0.1782659094921505,0.5398455759277047,1
True,False,0.13105375315365475,0.026998824713278857,0
False,True,0.026294924201816117,0.665439603776203,1
True,True,0.1228473794541185,0.24004690097422143,0
False,True,0.7708776630066416,0.7513800873663454,1
True,True,0.9934576538094407,0.37687293546121836,0
False,False,0.6643454795079444,0.5814839921638836,1
True,True,0.19692894433445052,0.22726927600704228,0
False,True,0.4998343015743718,0.461493897097633,1
True,True,0.3749151502244764,0.2503928820360959,0
False,False,0.6963466392822392,0.41366760477748965,1
False,True,0.6547970809859872,0.021155975732129795,0
True,False,0.6362138392127848,0.6357251849106588,1
False,True,0.4549478653338679,0.22138402443147287,0
False,False,0.1866670116921053,0.15167894222097322,1
True,True,0.22101610564308827,0.11175618444907887,0
True,False,0.40523269118581573,0.7608696678574653,1
False,True,0.5387031884341121,0.08498719915687225,0
False,False,0.3181405053025106,0.913422753565262,1
False,True,0.03431851101703287,0.49842363630540054,0
True,False,0.9647033680745166,0.7762248029690777,1
True,True,0.1639778412067031,0.34085895397577104,0
False,False,0.09044108902472037,0.3248175741777567,1
True,True,0.1493714773043151,0.3083915441518146,0
False,True,0.4251384624291875,0.69085064609578,1
False,True,0.42551499234705537,0.20024903984908127,0
False,False,0.8684732464231871,0.3368748874451113,1
True,False,0.6506122571531121,0.4502398464731221,0
True,False,0.2670196906615998,0.7942073195011636,1
True,True,0.7899160319658273,0.8721267955333252,0
False,False,0.004013454574079756,0.09253391747137496,1
False,True,0.29578679541314246,0.4459523474591205,0
True,False,0.3917479660434323,0.7285321843185859,1
True,False,0.6251987957025293,0.3126218533620648,0
True,False,0.632160076208483,0.8185062042746253,1
False,True,0.0036317554739150326,0.3404477763415612,0
False,False,0.21313222128618148,0.025337256805541775,1
True,True,0.6216451206595829,0.1689170867750711,0
False,False,0.39612043190025015,0.7915344744538039,1
True,True,0.729316205092315,0.2440885849231419,0
False,False,0.43334074146887513,0.8744782074493255,1
False,True,0.7844976647449339,0.18686343520380444,0
False,True,0.48652115393053763,0.9092158968212778,1
True,False,0.3095921689347918,0.14157593042970495,0
True,False,0.5741640732248736,0.36345454293268664,1
False,True,0.15950973271137736,0.41105480979198805,0
False,False,0.3524514465958807,0.5373425986223136,1
False,True,0.05107238077684251,0.07890590013160736,0
False,False,0.3415317421604198,0.29125902440858276,1
True,True,0.4731783515180976,0.7713776319836892,0
True,False,0.6158875494425385,0.7454462534441691,1
True,True,0.6327934332032579,0.9278941219300747,0
True,False,0.5350283478974444,0.24852456526470845,1
True,True,0.5104861763831016,0.5542566068935506,0
False,False,0.6707114328211207,0.9923736174459141,1
True,True,0.8572234391962867,0.4916563651203848,0
False,False,0.42782715345623323,0.057166228172872646,1
True,True,0.23417951810129178,0.1857406355686113,0
False,True,0.22650601842347817,0.7709168760570911,1
False,True,0.8479726141190415,0.48098746557704475,0
False,True,0.6437967242738416,0.44786171737377545,1
False,True,0.1796101711636725,0.11331902429742446,0
False,False,0.3811859920664815,0.6528972784957023,1
True,True,0.4772867506228089,0.08408884563951635,0
True,False,0.7514889222834557,0.9753906645920175,1
True,True,0.8840513498929868,0.8012975011544654,0
False,True,0.05413292178129603,0.7940355370999395,1
False,True,0.9297866603521079,0.20104038992372564,0
True,False,0.9687283017899535,0.9630738492108647,1
True,True,0.7355745151467613,0.5674282395147747,0
True,False,0.48497229663478114,0.3828334169312744,1
True,True,0.3150344114403485,0.7057425786846714,0
False,False,0.8484196823956207,0.3886459143201004,1
True,True,0.9783664798950797,0.259131054822601,0
False,False,0.4770364814077205,0.6478006141990792,1
True,True,0.16431654990660938,0.5303299726177473,0
False,False,0.9176712264996477,0.14384506032149158,1
False,True,0.6348359125151581,0.20158982427597272,0
False,False,0.4188275089214125,0.9550416788452936,1
True,False,0.6459437653299165,0.31459249808637313,0
False,False,0.605772994818988,0.5741888585461186,1
True,False,0.6728526832440639,0.45331971978208974,0
False,False,0.9455036637078879,0.9787984006389312,1
True,True,0.49031558528564967,0.6095841532902697,0
False,False,0.8846507977717983,0.8074170011696893,1
True,True,0.5508904599093624,0.9945009266467473,0
False,False,0.6950697427571333,0.9245419385306323,1
False,True,0.1333998552171115,0.6858269678838772,0
True,False,0.7805947784365184,0.8484793901590056,1
True,True,0.6449923122925942,0.3448674464882967,0
True,False,0.6235812151216311,0.6266746875625884,1
True,True,0.09591406060293817,0.17704250224826368,0
False,False,0.7168052389585694,0.2596816701189206,1
True,False,0.07787880517752255,0.6469036394249131,0
True,False,0.5516820994416576,0.43241066497952174,1
True,True,0.6590453769451511,0.8108204030425862,0
False,False,0.10286939996561151,0.35071991428757643,1
True,False,0.11927166029337599,0.4465704602352901,0
False,False,0.3730889010806927,0.27647436333815045,1
False,True,0.2766594200785999,0.5502000843626162,0
False,True,0.5390758099997606,0.6540279176740424,1
True,True,0.9885120380464345,0.23327925865400567,0
True,False,0.3665759617200396,0.45499502960042937,1
True,True,0.8050030910822837,0.3012659148920611,0
False,False,0.6722064736736904,0.7022088773508097,1
True,True,0.9271239637882961,0.12479914604498765,0
False,True,0.6072441994953757,0.4384378120585627,1
True,True,0.13169541535395313,0.028168417462038686,0
True,False,0.5218775486256749,0.46832337085839637,1
True,False,0.13469065185731421,0.20416775281264699,0
False,True,0.5646444364573389,0.8580394797528139,1
True,True,0.17931368291390604,0.36956775217893545,0
True,False,0.008724812638718271,0.8680911952206887,1
False,True,0.9806274785473682,0.2894874490853915,0
False,False,0.5420606489416013,0.9799214894118127,1
True,True,0.0004588393312899841,0.02738868149101714,0
False,True,0.4673572905688347,0.28447683455079087,1
True,False,0.716408161173703,0.45597866665538433,0
True,False,0.9808654442360698,0.8077106059814947,1
True,True,0.5670068129881497,0.5329864467290439,0
False,False,0.7127148663387489,0.42131868171048137,1
True,False,0.9416519541802048,0.24422616008500075,0
True,False,0.7528075141516934,0.7798560630732919,1
False,True,0.14833903249150804,0.09966094594393371,0
True,False,0.6591006945451486,0.5267942731852449,1
True,True,0.8947846279776159,0.666519916275959,0
False,True,0.343160857501948,0.8135873046851027,1
True,True,0.8919162966787791,0.7545325915989098,0
False,False,0.08542843034230763,0.33513621469459975,1
True,True,0.7713058508353157,0.23817890611138925,0
False,False,0.6188142583351088,0.9258500381422751,1
True,False,0.9762983070702455,0.4709389011847427,0
False,False,0.8325676456525682,0.048503621129815655,1
False,True,0.20075525966143037,0.3899608449670263,0
False,True,0.012672536462931205,0.9622783916979295,1
False,True,0.8773323235559957,0.4254460093896484,0
True,False,0.4449976323689493,0.7264480630037629,1
True,False,0.8274467485660723,0.12407351393631716,0
False,True,0.3545124724340135,0.9537666298078112,1
True,False,0.451441096823744,0.12963064924733492,0
False,False,0.48085955270242764,0.9898942949030209,1
True,True,0.20033744894708228,0.4378120805583171,0
True,False,0.5710581066213081,0.6255469103942568,1
False,True,0.8206991123174573,0.5545047419279745,0
False,False,0.9549349651517194,0.2639263963300761,1
True,True,0.11038076065056068,0.7960009285219636,0
False,True,0.6985195209978492,0.632362394753539,1
True,True,0.2048752870651107,0.8589529339287998,0
True,False,0.46081530274338767,0.851018659737206,1
True,False,0.8658108750463703,0.7310246700931985,0
False,True,0.8074283502676435,0.9063214501577449,1
True,False,0.563825246259501,0.02550066586451516,0
False,False,0.053658542857603964,0.31905280554895166,1
True,False,0.17769174271774957,0.0855914706530777,0
False,True,0.4473523255674525,0.704335069591792,1
True,True,0.795956541496298,0.500563437751616,0
False,False,0.27818834217922905,0.33707615877250974,1
True,False,0.288248578739167,0.16761506936952786,0
True,False,0.31221774728519514,0.71075145200687,1
True,True,0.3097381100544071,0.48588991602105824,0
False,False,0.5459989958743534,0.28753089724953973,1
True,True,0.9319830849398417,0.5271724780327002,0
False,True,0.6329825103596853,0.4104057242885427,1
True,True,0.5731888445074625,0.8680640994034183,0
False,False,0.7202942434758461,0.44140137932205514,1
True,False,0.6379738856179515,0.2692543220967827,0
False,False,0.13505012893573642,0.11135125450998562,1
True,False,0.680278493211537,0.20012409811219944,0
False,True,0.5251010959994306,0.6484279356772371,1
True,True,0.24155847153284293,0.39130061007059946,0
False,False,0.7513584831983645,0.3649961528384781,1
True,True,0.8307621863970303,0.5304424249085391,0
False,False,0.07333746059881041,0.26565180557696244,1
True,True,0.4337754616371343,0.5825393951743091,0
False,True,0.2605555780797887,0.8549363684223628,1
True,True,0.9256729299840262,0.10715456732287287,0
True,False,0.6437905557166415,0.967171042278386,1
True,True,0.15845597599346406,0.33675907092017354,0
False,False,0.8842993125300038,0.9962663953119227,1
True,False,0.08215457387983027,0.629826481697845,0
False,False,0.4661315905034408,0.11142721571074954,1
False,True,0.07620435950410431,0.11905617203843366,0
False,True,0.02250798058337189,0.6941066057940908,1
True,False,0.7791373118052122,0.599763673187981,0
False,False,0.47961389900485596,0.772408377579442,1
False,True,0.20915443666319622,0.6004394926911546,0
True,False,0.41694634044415213,0.4598068709342965,1
False,True,0.5535263818535185,0.03221305320039891,0
False,False,0.39026576539978486,0.15501926279852218,1
True,False,0.8168046203676314,0.7709659269469159,0
False,False,0.20266714840566247,0.09128920916860728,1
True,True,0.7319861193386585,0.43960999553147717,0
False,False,0.6578911317206767,0.9630955227749427,1
True,False,0.8323822904027908,0.07994124051210605,0
True,False,0.9646730195843874,0.7547328734395371,1
True,False,0.6576635772882853,0.399424706086285,0
True,False,0.2576039658353102,0.9940656819195095,1
True,True,0.9333944700007073,0.26731329318298813,0
False,False,0.7203403694259115,0.4588919948029476,1
False,True,0.020127498841748803,0.21972755842366676,0
False,False,0.8226191212918462,0.5392112654569197,1
True,True,0.9748937332373198,0.3020315965093241,0
False,False,0.3088157975033341,0.2798311647263747,1
True,False,0.7865259934168347,0.7125541066499954,0
False,False,0.8776663253042704,0.1406808958289898,1
True,True,0.8063819273512958,0.7763450210348878,0
True,False,0.7229713356010646,0.8966492845863178,1
True,True,0.08251910009887264,0.4657991919491824,0
False,False,0.5054897612240821,0.2571510298981703,1
True,True,0.3489982585827538,0.24940239924192176,0
True,False,0.0006856804296234698,0.7378550169008097,1
True,True,0.41858457346163414,0.18340231328596723,0
False,True,0.49450779756693775,0.5216215289808653,1
True,True,0.11866807470462593,0.09330396681677666,0
True,False,0.5688327158558956,0.5072472521568986,1
True,True,0.39925235455931585,0.6046105784968429,0
False,True,0.003032209891077775,0.5671774668234286,1
True,True,0.5413614350168788,0.512139688075893,0
False,False,0.07759841157065739,0.17868861802953573,1
True,True,0.38490146444925755,0.8349184786220736,0
False,False,0.47390084499059704,0.7755954627980165,1
False,True,0.13623009327362479,0.6047535767094611,0
False,False,0.21156827928709954,0.5914029699343964,1
True,True,0.6061277134084228,0.5567063022966453,0
False,False,0.7235280620694527,0.760287739392101,1
True,True,0.47389930376451306,0.9198403510238435,0
False,False,0.08907863913547898,0.32365244098782675,1
True,True,0.3536274742875184,0.4992482784580846,0
False,False,0.011719713784736907,0.6823278196530584,1
True,True,0.691308834905219,0.5690579045658697,0
True,False,0.5712197538121526,0.3327198079537974,1
False,True,0.017740921977369317,0.18654954928552792,0
True,False,0.43698264202861425,0.5472579669429578,1
True,True,0.47280054392998805,0.4590264364323524,0
True,False,0.9844449322990074,0.8514329747655858,1
True,True,0.8062283581244026,0.25672484988440336,0
False,False,0.21058456642233958,0.20662835829482407,1
True,False,0.7485017895163749,0.1400108610819799,0
False,True,0.4361912352287496,0.800409813629327,1
True,False,0.10846818855225626,0.1557554087106745,0
False,False,0.7837188050494881,0.17390213941470445,1
True,True,0.24752089515002662,0.3841845786280179,0
False,False,0.3169117038911813,0.4958426562280416,1
True,False,0.9632616285357537,0.24544910064740189,0
False,True,0.44490341476640183,0.6776455988322042,1
True,False,0.20169238700675374,0.009819622354733104,0
False,False,0.018543504598208638,0.34559694394529805,1
False,True,0.38096799222318456,0.3640428913609701,0
False,False,0.36560107208631254,0.8201765568712897,1
True,True,0.5339184255232188,0.4982316006716849,0
False,False,0.9048628150744149,0.4813665016620061,1
True,True,0.12364922047658444,0.7161009163310024,0
True,False,0.4528583457881724,0.8413061287792026,1
False,True,0.016496069789098566,0.2919449161472013,0
True,False,0.38528240300015537,0.6425518143159925,1
True,True,0.7971150895033723,0.9324933188594131,0
True,False,0.39983077665709044,0.6822478858136461,1
True,False,0.13985785117877814,0.686637437000485,0
True,False,0.667991333886021,0.5556067727099364,1
True,False,0.0032372132803171194,0.030625349349145292,0
True,False,0.48154587640415214,0.3347466513230244,1
True,True,0.6701090641023595,0.03450155885279238,0
False,False,0.13224807268226257,0.41796854139965534,1
True,False,0.051232482325070716,0.6324207036865539,0
False,False,0.7065374266638388,0.04031324505086553,1
True,True,0.9630828480629318,0.7702367984890635,0
False,False,0.05579081255928087,0.21830215947269216,1
True,True,0.8966439333357131,0.2781843746298769,0
False,True,0.5000241444436756,0.72029729004176,1
False,True,0.4421530517712817,0.2196846130620167,0
False,True,0.8877586841836375,0.7617444795986713,1
True,True,0.37388970229471175,0.17244940123909303,0
True,False,0.9566870211124032,0.6742781903785865,1
True,True,0.20016317472488232,0.4865778066944497,0
True,False,0.37209080292556473,0.797887490962344,1
False,True,0.2700202009655279,0.43296010339985747,0
False,False,0.30954569755529815,0.6725860401369524,1
True,True,0.8970858007121512,0.29920198175559454,0
False,True,0.7897026614307906,0.9252382987283003,1
True,True,0.002464612609471839,0.903314758487451,0
True,False,0.6170065392915771,0.7480647674407074,1
True,True,0.1783175531562302,0.9729548138071353,0
False,False,0.12313081419563443,0.29452132545125154,1
True,True,0.28274326803760963,0.11962806044205088,0
False,False,0.06523765419886418,0.13976102724016926,1
True,False,0.8306572313870962,0.05586418046398067,0
False,False,0.5338892852446381,0.8740736624535101,1
True,False,0.7969428777620287,0.39046301945361317,0
True,False,0.3309997612325709,0.6409272906615612,1
False,True,0.14483836397392535,0.5436296815286354,0
False,False,0.22656706352510902,0.3405135281867393,1
True,False,0.780332738298164,0.33816642380561424,0
False,True,0.7129651466196645,0.9934769239332665,1
False,True,0.9402205275747473,0.5312861496123936,0
False,False,0.3676057895730337,0.6417870838092807,1
True,True,0.5160766758745806,0.7501151835018348,0
False,False,0.6987398896323679,0.09912078090210741,1
False,True,0.8506849668498172,0.2642153939637688,0
False,True,0.24435357264806867,0.9062760539716196,1
True,False,0.1670725088437609,0.28782359384830725,0
False,True,0.43930658603375383,0.917892757328863,1
True,False,0.35701746938818724,0.33352823759092964,0
False,False,0.21911089457646882,0.886516927289174,1
True,True,0.4321082334524725,0.6185641167999809,0
False,True,0.6458511893949149,0.9402617592281951,1
False,True,0.907653541167097,0.044302984117571276,0
False,False,0.6133667744843088,0.2747035327429054,1
True,False,0.3165167153366131,0.5405430215083147,0
True,False,0.8111534488221055,0.8196225454709645,1
True,False,0.1445152327838991,0.7921816967351555,0
False,False,0.42023407331252194,0.6092831249155878,1
True,True,0.3548031546634697,0.20098266135005127,0
True,False,0.06474386810790733,0.9884448443382826,1
True,False,0.414065383524013,0.08112891515940335,0
False,True,0.7948388481865863,0.9599065065727367,1
True,True,0.22522041380016988,0.8462918241365852,0
False,False,0.3557138027074743,0.2708652317244309,1
True,True,0.9927984892911347,0.2630891740568351,0
False,False,0.0916158888373596,0.2946894108882684,1
True,True,0.8864534718997495,0.4679099475802794,0
False,True,0.21029476605798658,0.7799849489900617,1
False,True,0.8593181438832574,0.6287714508502862,0
False,True,0.0419882419761578,0.955604546922854,1
True,True,0.913180940427433,0.6469346644494114,0
False,False,0.40048330698544055,0.5135543791000385,1
True,True,0.4879847589281697,0.7598459254999365,0
False,False,0.18240328337615086,0.19218056792136518,1
True,False,0.31928259861789676,0.16264003874033073,0
False,False,0.28723884661192356,0.12718422912596694,1
True,True,0.4256916143377092,0.6384542796203793,0
False,True,0.451510740464391,0.846511683427643,1
False,True,0.7497375074253357,0.09763804619841787,0
False,False,0.43333119805294273,0.2302224903743263,1
False,True,0.7269800237212924,0.3428205877302275,0
False,False,0.014558613896735406,0.9769973884867164,1
True,False,0.8945612595807285,0.013485424571856308,0
True,False,0.3970500462532274,0.37569793232027526,1
True,True,0.5886970277212705,0.13374268724949512,0
False,True,0.44347302585073545,0.49940209049985873,1
False,True,0.2913296831741382,0.13182836620524152,0
True,False,0.9625786550540701,0.8728772168932802,1
True,True,0.4167607649154904,0.5017106977432303,0
False,False,0.4265984411815983,0.13757850853466813,1
True,False,0.7197328475480012,0.03550695288742578,0
False,False,0.5106315023423891,0.021647430018177927,1
True,True,0.4624483342287843,0.9148479254563375,0
False,False,0.10115783873694661,0.4069003039457114,1
False,True,0.8288699199228627,0.10779931133731646,0
True,False,0.4086033950931224,0.5620025919586347,1
True,True,0.9811295012771087,0.3622611996020787,0
True,False,0.5330024996405539,0.6482497113945288,1
False,True,0.7307558156646335,0.26364700466159074,0
False,True,0.004849472579262271,0.9078862975505574,1
True,True,0.548556174823169,0.3229978355612174,0
False,False,0.6654221758357316,0.8103138645116773,1
True,True,0.12298120836943416,0.2402000603465665,0
True,False,0.710691346507547,0.7231281433280283,1
True,True,0.9681541378419556,0.6384131044533078,0
False,False,0.3405435948212244,0.06893667539814441,1
False,True,0.8561181000725675,0.6221110467583766,0
True,False,0.08274674629418177,0.9096049333446576,1
True,False,0.8057995246248199,0.05441942186190385,0
False,False,0.8630191945451077,0.48417035009626574,1
True,True,0.14826320688650196,0.43906578049629386,0
False,False,0.2758606661024272,0.5665290909235992,1
True,True,0.35842207280151994,0.39820865449013065,0
False,False,0.6977030198088601,0.4017384786720978,1
True,True,0.24170030787024788,0.06204874264701177,0
False,False,0.8794329634620281,0.6908004052043423,1
True,True,0.3717621729077344,0.3258355687590041,0
True,False,0.2459224176291126,0.8526576610029627,1
True,True,0.4441306142743833,0.8784553654474307,0
False,True,0.0385290582689789,0.6390613094187506,1
True,True,0.14455926970295352,0.6286840588135889,0
False,False,0.6788437916947377,0.006631453208752025,1
True,True,0.2397613600565085,0.9524746939398137,0
False,False,0.12753359340362247,0.6410625075234455,1
True,False,0.08675204107168044,0.6277714267209374,0
False,False,0.7315793946043092,0.7072896615856142,1
False,True,0.915659897513882,0.6183193285525714,0
False,False,0.3912171944975057,0.4502339663247924,1
True,True,0.11542938489516275,0.5774764400872963,0
False,False,0.5298882191333206,0.42956569595983085,1
False,True,0.408805978227582,0.0025647702458623245,0
True,False,0.5807390871218164,0.6241957340196341,1
True,False,0.7841911072264961,0.37998069311042704,0
False,False,0.4193352746945401,0.7299445140741591,1
True,True,0.9140413821130027,0.5960795732107685,0
False,False,0.6461336658427792,0.3314686648484272,1
True,True,0.7386331278623464,0.25805806016633404,0
False,False,0.7413376114277015,0.8304931049425851,1
True,True,0.8241065765085778,0.03007374336988833,0
False,True,0.02600828691916146,0.7983633390881061,1
False,True,0.9474118014705841,0.49427834468371323,0
False,True,0.48544688996366503,0.9242167673864556,1
True,False,0.2312022491989273,0.21602993519798408,0
False,False,0.8778601454928698,0.2212684680394068,1
True,False,0.36393956135017935,0.2556212998424987,0
False,False,0.972620334182819,0.3132331891208472,1
True,False,0.7870509626267739,0.7020463674382079,0
False,False,0.08141956250561855,0.9037901830452136,1
True,True,0.26187596369461064,0.8493900707283528,0
False,True,0.690349015261148,0.762677249488084,1
True,False,0.23573928389745347,0.013239826429982893,0
False,True,0.2689221899762497,0.7165927582336953,1
True,True,0.331156542707982,0.03983794178112421,0
False,False,0.3273522999560686,0.43481312803309635,1
False,True,0.8247486395878337,0.24573781227025404,0
False,False,0.23018566969302345,0.8825231991210695,1
True,True,0.09872487016042963,0.8402498484537467,0
False,False,0.08717269721649068,0.7698914162571,1
False,True,0.018664783650701566,0.1473524308736438,0
False,False,0.4831940119254514,0.4858099339001719,1
False,True,0.8310906959392228,0.1357470239974744,0
False,False,0.5758844704391061,0.41687338339478197,1
False,True,0.8971489901729476,0.09783259482574225,0
False,True,0.6050345018846099,0.5693450836223584,1
True,True,0.3664019612047361,0.21750903242289765,0
False,False,0.5237408373814154,0.7196914927622277,1
True,True,0.08759481821367376,0.30654099668243084,0
True,False,0.30346715450722683,0.9888229787708844,1
False,True,0.8862116107802215,0.4880421936906916,0
False,False,0.9317467829438324,0.0035384658341576225,1
True,False,0.918064754317778,0.47376428562818584,0
True,False,0.5269125011784522,0.4566244067728864,1
True,True,0.35623834743951033,0.9090766809822176,0
False,False,0.5145736346264417,0.8041906284076551,1
True,False,0.8887583050770902,0.27667951748209463,0
False,False,0.06322831728712963,0.9927083044602311,1
True,True,0.828977886937803,0.1499980643498896,0
False,False,0.5167902802729555,0.1931848341239143,1
False,True,0.6880079685997005,0.44598941593901276,0
False,False,0.05694235673544046,0.9856400823254614,1
True,True,0.13728562438067615,0.6342932682258642,0
False,False,0.44327745755013415,0.14070408695992265,1
True,False,0.1093807804613508,0.17505962427662825,0
False,False,0.4118285952505131,0.6217908436922784,1
False,True,0.7919951199322318,0.7261220507421928,0
False,False,0.1755754441025018,0.32327497579729214,1
True,True,0.21970414806997096,0.8603172414702895,0
False,True,0.12365558717396019,0.9249874803433896,1
True,False,0.8092842017653037,0.6435701700864045,0
False,False,0.5782062982415144,0.3588517804693495,1
True,True,0.43683371588562825,0.5568284845038538,0
False,False,0.33352237308892263,0.0191295160099747,1
True,True,0.9103949134817659,0.5895419115360587,0
False,True,0.40468153973091525,0.9183411911434716,1
True,False,0.8282346942150761,0.7372564393642966,0
True,False,0.655970034306034,0.7260476282690848,1
True,False,0.099592375583897,0.2843723376740884,0
False,False,0.6092293173009323,0.9360359121623311,1
False,True,0.15664710495024725,0.22948846980103466,0
False,False,0.2771958280102954,0.7641861177080155,1
True,True,0.1962154261223238,0.973297025025203,0
True,False,0.32172101267791064,0.8831669882678397,1
False,True,0.7045295015437921,0.06916718156582313,0
False,True,0.6011584982144367,0.8900584912337759,1
True,True,0.7877169120557423,0.7258438993130203,0
False,False,0.15386838742423714,0.5860259448746674,1
True,True,0.6277198308328841,0.7727830894004378,0
False,False,0.45332199843668386,0.4004214243824301,1
False,True,0.5149841349616651,0.1881768948354804,0
False,True,0.17270209883834364,0.8860102714388888,1
False,True,0.4435704662524954,0.07960385716331675,0
False,False,0.7917786947282759,0.33996177921076953,1
True,True,0.030897328941054347,0.6704801389985927,0
True,False,0.5943789384254944,0.6319273599461057,1
False,True,0.703771949241497,0.4331345120481589,0
False,True,0.36970089277193385,0.45836438830654935,1
True,True,0.46548375729511404,0.5116199879797365,0
False,False,0.18686573160442788,0.16922996722789407,1
False,True,0.901170167679548,0.24001720151587003,0
False,False,0.4843361919483088,0.8523295021546015,1
True,True,0.9834687726618949,0.691270348039939,0
False,False,0.5308315744302622,0.9517497047788034,1
True,True,0.9427539457857556,0.005738505947869954,0
False,True,0.5662384195020663,0.39598205190176616,1
True,False,0.8107582109652066,0.7471653450621971,0
False,False,0.2799854088386372,0.6643666433544625,1
True,False,0.741295968940539,0.576350087502417,0
False,False,0.07204774907717582,0.6674762026567153,1
True,True,0.4234326808222836,0.16585529943873822,0
False,False,0.7980840559156424,0.9168029899763321,1
False,True,0.11100680278910724,0.4472555891749377,0
True,False,0.04317958642619546,0.9286258849679015,1
True,True,0.042332021061837644,0.002103046232144856,0
False,False,0.45216108912870534,0.8282567505063927,1
False,True,0.00042920811170910067,0.3991021863805666,0
False,False,0.5958262162577771,0.8532595524510602,1
True,True,0.03177304536432035,0.7178900082211952,0
False,True,0.1501957106811711,0.9083848213418539,1
True,True,0.03253096427949842,0.8461819585851307,0
False,False,0.7107850135758538,0.3597683569165593,1
False,True,0.6457198451897961,0.06640003615386603,0
True,False,0.4258180968985489,0.6415974532649135,1
True,False,0.9014920123296484,0.4667681918741463,0
False,False,0.16549822663073344,0.46660745924041847,1
True,False,0.3332334096505478,0.42751464581882415,0
False,False,0.6427499140918379,0.22362715690901291,1
False,True,0.32139756678088094,0.2725157236429362,0
False,False,0.9771846831986628,0.8125434525773445,1
True,False,0.06227740925401304,0.43955920173582674,0
False,True,0.616851090667241,0.858208584643979,1
False,True,0.7397270378885793,0.1590318466890125,0
False,False,0.33783239390581543,0.127876428449895,1
False,True,0.14861800627198296,0.0830879039859509,0
False,False,0.3888878781699734,0.6041030566500786,1
False,True,0.5956131700727616,0.18703465007046227,0
False,False,0.07067372699885854,0.6148808960228546,1
True,True,0.4222020272328878,0.8767621546888927,0
False,False,0.8526202979237358,0.35266984173531946,1
True,False,0.5731836257174676,0.03641357514720367,0
False,False,0.268352555703537,0.18340842738773044,1
True,True,0.7538695392478107,0.14395053019956516,0
False,False,0.6027555616918354,0.6230328644014222,1
True,True,0.41097004780519475,0.10587578788741758,0
True,False,0.359211247436544,0.8929898994480685,1
True,True,0.6517415408779783,0.6666436038428938,0
False,False,0.6858233908398644,0.9485721979298801,1
True,True,0.8272242234389832,0.7327400108223362,0
False,False,0.3384830428979131,0.2791458093904089,1
True,True,0.7655961746967598,0.13685535973419294,0
False,True,0.4399316385351204,0.5810575253606991,1
True,True,0.44233850437039535,0.7570051030129779,0
False,False,0.16511409262789456,0.16452566971673166,1
True,False,0.8851218652236026,0.5784516076255137,0
False,False,0.20714258710458344,0.3328136118060281,1
True,True,0.03825074485407953,0.9202862283379475,0
False,True,0.6503867387254673,0.7814063474513968,1
False,True,0.23979594188426012,0.6463596903812849,0
False,False,0.733988914147985,0.6558184844746856,1
True,False,0.13254141618002757,0.26084846644154047,0
True,False,0.6045969666196103,0.6041336758175448,1
False,True,0.6642458047700103,0.0038509478475828862,0
False,False,0.3515428430681796,0.583550240325002,1
False,True,0.2245068195600931,0.16051965964208925,0
False,False,0.6092554525526935,0.33120335739626927,1
